"","Timestamp","¿Usted.es.o.ha.sido.usuario.de.Tinder?","Indique.su.genero","¿Su.edad.es?","¿Con.que.grupo.étnico.se.identifica?","5.¿Como.usuario.de.Tinder.usted.busca.establecer.contacto.con?","3..¿Con.qué.finalidad.ha.buscado.hacer.match.en.Tinder?","Agerank","Match.con","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja.1","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja.2","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja.3","Escoja.3.opciones.,.ordenándolas.de.tal.manera.que.1.sea.la.más.importante.y.3.la.menos.importante..1","Escoja.3.opciones.,.ordenándolas.de.tal.manera.que.1.sea.la.más.importante.y.3.la.menos.importante..2","Escoja.3.opciones.,.ordenándolas.de.tal.manera.que.1.sea.la.más.importante.y.3.la.menos.importante..3","¿Cuál.es.tu.nivel.educativo?(finalizado.o.en.curso)","Barrio","¿Cuál.es.tu.estado.civil?","eleccion1","eleccion2","eleccion3","gusto","gusto1","gusto2","gusto3","gusto4","finalidad","finalidadsexo","genero","educacion","edad"
"59",42872.4660185185,"Sí","Masculino",24,"Mestizo","Mujeres","Solo conocer mujeres","18 - 25 años","Natalia",3,4,5,5,"Vestuario"," Edad","Institucion educativa","Universitario profesional","Las vegas","Soltero","Vestuario"," Edad","Institucion educativa",0,0,0,0,1,0,0,"Masculino","Universitario profesional",24
"60",42872.4684620486,"Sí","Masculino",24,"Mestizo","Mujeres","Todas las anteriores menos grupos","18 - 25 años","Natalia",1,2,5,3,"Institucion educativa","Contexto(fondo/escenario de la foto)","Vestuario","Universitario profesional","Valle del lili","Soltero","Institucion educativa","Contexto(fondo/escenario de la foto)","Vestuario",0,0,0,2,2,0,0,"Masculino","Universitario profesional",24
"61",42872.4858430903,"Sí","Masculino",24,"Mestizo","Mujeres","Hacer amigos","26 - 35 años","Angelica",4,4,3,4," Cara"," Pose","Gustos musicales","Universitario profesional","Limonar","Soltero"," Cara"," Pose","Gustos musicales",1,1,1,1,1,0,0,"Masculino","Universitario profesional",24
"62",42872.4936813079,"Sí","Masculino",25,"Mestizo","Mujeres","Hacer amigos","18 - 25 años","Laura",3,4,4,4," Cara"," Edad"," Cuerpo","Universitario profesional","Chapinero","Soltero"," Cara"," Edad"," Cuerpo",1,1,1,1,1,0,0,"Masculino","Universitario profesional",25
"63",42872.5012719097,"Sí","Femenino",21,"Blanco","Hombres","Hacer amigos","18 - 25 años","Juan Jose",3,3,3,3," Cara"," Cuerpo","Comunidades de fans que sigue en facebook","Universitario profesional","La Hacienda ","Soltero"," Cara"," Cuerpo","Comunidades de fans que sigue en facebook",1,1,1,1,1,0,0,"Femenino","Universitario profesional",21
"64",42872.5149143981,"Sí","Masculino",25,"Mestizo","Mujeres","Hacer amigos","26 - 35 años","Angelica",4,1,5,5," Edad","Gustos musicales"," Pose","Universitario profesional","Seminarios","Soltero"," Edad","Gustos musicales"," Pose",0,1,0,1,1,0,0,"Masculino","Universitario profesional",25
"66",42872.5215895833,"Sí","Femenino",19,"Mestizo","Ambos","Hacer amigos","18 - 25 años","Juan Jose",4,4,5,4," Cara","Vestuario"," Distancia","Secundaria","Gran limonar ","Soltero"," Cara","Vestuario"," Distancia",1,1,1,1,1,0,0,"Femenino","Secundaria",19
"67",42872.5642192477,"Sí","Masculino",25,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Laura",1,2,5,3," Pose","Contexto(fondo/escenario de la foto)"," Cara","Universitario profesional","Olaya Herrera","Union libre"," Pose","Contexto(fondo/escenario de la foto)"," Cara",0,0,0,0,0,1,1,"Masculino","Universitario profesional",25
"68",42872.6570745949,"Sí","Masculino",23,"Mestizo","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",2,4,5,1,"Descripcion personal"," Edad"," Cara","Universitario profesional","villa del prado","Soltero","Descripcion personal"," Edad"," Cara",0,0,0,0,1,1,1,"Masculino","Universitario profesional",23
"69",42872.6581485532,"Sí","Masculino",27,"Blanco","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",4,4,2,4," Edad"," Cuerpo"," Pose","Universitario profesional","caney","Union libre"," Edad"," Cuerpo"," Pose",0,1,1,1,1,1,1,"Masculino","Universitario profesional",27
"70",42872.6594304398,"Sí","Masculino",20,"Afro/negro","Mujeres","Buscar un encuentro sexual","18 - 25 años","Laura",4,5,2,1," Cara"," Edad"," Cuerpo","Universitario profesional","ciudad jardin","Soltero"," Cara"," Edad"," Cuerpo",1,1,1,1,1,1,1,"Masculino","Universitario profesional",20
"71",42872.6705938079,"Sí","Femenino",37,"Mestizo","Ambos","Hacer amigos","Mas de 35 años","Marisol",5,4,5,4,"Conexiones en comun","Gustos musicales","Vestuario","Secundaria","Los andes","Union libre","Conexiones en comun","Gustos musicales","Vestuario",0,0,0,2,2,0,0,"Femenino","Secundaria",37
"72",42872.6742257176,"Sí","Masculino",27,"Blanco","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",4,2,5,4,"Comunidades de fans que sigue en facebook","Descripcion personal","Contexto(fondo/escenario de la foto)","Universitario profesional","Poblado campestre","Viudo","Comunidades de fans que sigue en facebook","Descripcion personal","Contexto(fondo/escenario de la foto)",0,0,0,0,0,1,1,"Masculino","Universitario profesional",27
"73",42872.7076308218,"Sí","Femenino",25,"Mestizo","Hombres","Buscar un encuentro sexual","26 - 35 años","Victor",1,5,2,3," Edad","Gustos musicales","Contexto(fondo/escenario de la foto)","Universitario profesional","Palmira","Soltero"," Edad","Gustos musicales","Contexto(fondo/escenario de la foto)",0,1,0,1,1,1,1,"Femenino","Universitario profesional",25
"74",42872.7769106829,"Sí","Femenino",22,"Mestizo","Hombres","Hacer amigos","18 - 25 años","Juan Jose",4,2,4,3," Cara"," Edad","Institucion educativa","Universitario profesional","Oasis de comfandi","Soltero"," Cara"," Edad","Institucion educativa",1,1,1,1,1,0,0,"Femenino","Universitario profesional",22
"75",42872.7797286574,"Sí","Femenino",22,"Mestizo","Hombres","Hacer amigos","26 - 35 años","Mario",4,3,5,5,"Conexiones en comun","Descripcion personal"," Distancia","Universitario profesional","Valle del lili","Soltero","Conexiones en comun","Descripcion personal"," Distancia",0,0,0,2,2,0,0,"Femenino","Universitario profesional",22
"76",42872.7812549537,"Sí","Masculino",27,"Blanco","Mujeres","Hacer amigos","26 - 35 años","Johana",5,3,5,5,"Descripcion personal"," Cara"," Edad","Universitario profesional","Fatima","Soltero","Descripcion personal"," Cara"," Edad",0,0,1,0,1,0,0,"Masculino","Universitario profesional",27
"77",42872.8498070486,"Sí","Masculino",21,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Laura",3,5,4,2," Cara"," Cuerpo"," Edad","Universitario profesional","Altamira/Palmira","Union libre"," Cara"," Cuerpo"," Edad",1,1,1,1,1,1,1,"Masculino","Universitario profesional",21
"79",42872.9272930208,"Sí","Femenino",40,"Afro/negro","Hombres","Buscar un encuentro sexual","Mas de 35 años","Alvaro",3,5,5,5,"Contexto(fondo/escenario de la foto)"," Cuerpo"," Distancia","Universitario profesional","Ingenio 2","Soltero","Contexto(fondo/escenario de la foto)"," Cuerpo"," Distancia",0,0,1,0,1,1,1,"Femenino","Universitario profesional",40
"80",42873.0531831829,"Sí","Masculino",42,"Indigena","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",5,5,5,5," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)","Especialización/maestria/doctorado","Pance","Soltero"," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Masculino","Especialización/maestria/doctorado",42
"81",42873.7384784375,"Sí","Masculino",41,"Blanco","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",5,5,5,5," Cuerpo","Descripcion personal","Contexto(fondo/escenario de la foto)","Universitario profesional","Pance","Soltero"," Cuerpo","Descripcion personal","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Masculino","Universitario profesional",41
"89",42873.7769016667,"Sí","Femenino",24,"Blanco","Ambos","Hacer amigos","18 - 25 años","Laura",4,4,5,1,"Conexiones en comun"," Edad","Vestuario","Universitario profesional","Chiminangos","Soltero","Conexiones en comun"," Edad","Vestuario",0,0,0,2,1,0,0,"Femenino","Universitario profesional",24
"90",42873.7775994676,"Sí","Femenino",30,"Mestizo","Hombres","Hacer amigos","26 - 35 años","Mario",5,3,4,4," Edad"," Cara"," Distancia","Universitario profesional","Jardín","Soltero"," Edad"," Cara"," Distancia",0,1,1,1,1,0,0,"Femenino","Universitario profesional",30
"91",42873.7849858796,"Sí","Masculino",29,"Blanco","Hombres","Hacer amigos","26 - 35 años","Victor",3,2,2,4,"Descripcion personal",NA,NA,"Universitario profesional","Alvernia","Soltero","Descripcion personal",NA,NA,0,0,0,0,0,0,0,"Masculino","Universitario profesional",29
"92",42873.7908060417,"Sí","Masculino",26,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Natalia",3,5,4,4," Cuerpo","Lugar de trabajo"," Edad","Secundaria","Terminado ","Soltero"," Cuerpo","Lugar de trabajo"," Edad",1,1,1,1,2,1,1,"Masculino","Secundaria",26
"95",42873.8149051273,"Sí","Femenino",27,"Blanco","Hombres","Hacer amigos","26 - 35 años","Mario",3,2,4,5,"Descripcion personal",NA,NA,"Universitario profesional","delicias ","Soltero","Descripcion personal",NA,NA,0,0,0,0,0,0,0,"Femenino","Universitario profesional",27
"98",42873.9304251157,"Sí","Masculino",22,"Blanco","Hombres","Buscar pareja estable","18 - 25 años","Juan Jose",4,2,1,3," Cara","Contexto(fondo/escenario de la foto)","Vestuario","Universitario profesional","La base","Soltero"," Cara","Contexto(fondo/escenario de la foto)","Vestuario",1,1,1,1,1,0,0,"Masculino","Universitario profesional",22
"99",42873.9325147917,"Sí","Masculino",37,"Blanco","Hombres","Hacer amigos","26 - 35 años","Mario",4,2,1,3,"Lugar de trabajo"," Cara","Vestuario","Universitario profesional","Ciudad Jardín ","Soltero","Lugar de trabajo"," Cara","Vestuario",0,0,1,2,1,0,0,"Masculino","Universitario profesional",37
"100",42873.9353323727,"Sí","Masculino",25,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Natalia",5,4,4,5," Edad"," Cuerpo",NA,"Universitario profesional","San benito ","Union libre"," Edad"," Cuerpo",NA,0,1,1,1,1,1,1,"Masculino","Universitario profesional",25
"101",42873.9372951157,"Sí","Masculino",22,"Blanco","Mujeres","Hacer amigos","18 - 25 años","Natalia",5,2,5,3," Pose","Contexto(fondo/escenario de la foto)"," Cuerpo","Universitario profesional","Los alamos","Soltero"," Pose","Contexto(fondo/escenario de la foto)"," Cuerpo",0,0,0,0,0,0,0,"Masculino","Universitario profesional",22
"102",42873.9388197338,"Sí","Masculino",34,"Indigena","Ambos","Buscar pareja estable","Mas de 35 años","Marisol",1,3,1,3,"Gustos musicales"," Distancia","Institucion educativa","Secundaria","Alameda","Viudo","Gustos musicales"," Distancia","Institucion educativa",0,0,0,0,0,0,0,"Masculino","Secundaria",34
"103",42873.9403742824,"Sí","Femenino",33,"Afro/negro","Mujeres","Crear grupo y salir","26 - 35 años","Johana",5,5,4,3,"Vestuario","Descripcion personal","Comunidades de fans que sigue en facebook","Especialización/maestria/doctorado","Floralia","Union libre","Vestuario","Descripcion personal","Comunidades de fans que sigue en facebook",0,0,0,0,0,0,0,"Femenino","Especialización/maestria/doctorado",33
"110",42874.3449458912,"Sí","Femenino",39,"Mestizo","Ambos","Hacer amigos","Mas de 35 años","Sandra",4,5,3,3,"Conexiones en comun"," Edad"," Cuerpo","Secundaria","Guabal","Union libre","Conexiones en comun"," Edad"," Cuerpo",0,0,0,2,1,0,0,"Femenino","Secundaria",39
"111",42874.7827398843,"Sí","Masculino",36,"Blanco","Mujeres","Buscar pareja estable","26 - 35 años","Johana",2,4,5,5,"Conexiones en comun"," Edad"," Cuerpo","Universitario profesional","El Ingenio","Viudo","Conexiones en comun"," Edad"," Cuerpo",0,0,0,2,1,0,0,"Masculino","Universitario profesional",36
"112",42875.4247861458,"Sí","Femenino",45,"Blanco","Ambos","Hacer amigos","Mas de 35 años","Marisol",5,5,1,5,"Conexiones en comun","Gustos musicales","Lugar de trabajo","Universitario profesional","cespedes","Union libre","Conexiones en comun","Gustos musicales","Lugar de trabajo",0,0,0,2,2,0,0,"Femenino","Universitario profesional",45
"113",42875.6414356713,"Sí","Masculino",37,"Mestizo","Ambos","Buscar pareja estable","26 - 35 años","Mario",3,3,4,5," Cara","Conexiones en comun"," Distancia","Especialización/maestria/doctorado","salomia","Soltero"," Cara","Conexiones en comun"," Distancia",1,1,1,1,2,0,0,"Masculino","Especialización/maestria/doctorado",37
"114",42875.645950162,"Sí","Masculino",38,"Blanco","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",5,4,4,4," Cuerpo"," Cara"," Edad","Especialización/maestria/doctorado","LA CASCADA","Soltero"," Cuerpo"," Cara"," Edad",1,1,1,1,1,1,1,"Masculino","Especialización/maestria/doctorado",38
"115",42875.6532779861,"Sí","Femenino",35,"Blanco","Hombres","Hacer amigos","Mas de 35 años","Alvaro",3,5,4,3,"Gustos musicales"," Edad"," Distancia","Especialización/maestria/doctorado","EL INGENIO","Union libre","Gustos musicales"," Edad"," Distancia",0,0,0,0,1,0,0,"Femenino","Especialización/maestria/doctorado",35
"116",42875.6547590856,"Sí","Masculino",31,"Blanco","Mujeres","Buscar un encuentro sexual","18 - 25 años","Natalia",4,5,4,5," Cara"," Cuerpo"," Edad","Universitario profesional","Frankfurt (Alemania)","Soltero"," Cara"," Cuerpo"," Edad",1,1,1,1,1,1,1,"Masculino","Universitario profesional",31
"117",42875.6595007176,"Sí","Femenino",35,"Blanco","Hombres","Hacer amigos","Mas de 35 años","Alvaro",4,3,5,3," Edad","Lugar de trabajo","Descripcion personal","Universitario profesional","LIMONAR","Soltero"," Edad","Lugar de trabajo","Descripcion personal",0,1,0,1,2,0,0,"Femenino","Universitario profesional",35
"118",42875.6802824769,"Sí","Masculino",36,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Natalia",1,2,4,3," Cuerpo"," Cara"," Pose","Universitario profesional","caney","Soltero"," Cuerpo"," Cara"," Pose",1,1,1,1,1,1,1,"Masculino","Universitario profesional",36
"119",42875.8791030787,"Sí","Femenino",37,"Blanco","Hombres","Buscar pareja estable","Mas de 35 años","Jaime",3,5,4,5,"Lugar de trabajo","Contexto(fondo/escenario de la foto)"," Cara","Universitario profesional","pance","Soltero","Lugar de trabajo","Contexto(fondo/escenario de la foto)"," Cara",0,0,0,2,2,0,0,"Femenino","Universitario profesional",37
"120",42875.8805640162,"Sí","Femenino",48,"Blanco","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",4,4,4,4,"Lugar de trabajo"," Cara"," Cuerpo","Universitario profesional","ingenio","Soltero","Lugar de trabajo"," Cara"," Cuerpo",0,0,1,2,1,1,1,"Femenino","Universitario profesional",48
"121",42876.1731320486,"Sí","Femenino",28,"Mestizo","Hombres","Buscar pareja estable","26 - 35 años","Mario",4,5,1,3," Cara","Conexiones en comun","Descripcion personal","Especialización/maestria/doctorado","Ciudad jardin","Soltero"," Cara","Conexiones en comun","Descripcion personal",1,1,1,1,2,0,0,"Femenino","Especialización/maestria/doctorado",28
"123",42876.7710619213,"Sí","Femenino",42,"Blanco","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",3,5,5,5,"Contexto(fondo/escenario de la foto)","Institucion educativa"," Cuerpo","Especialización/maestria/doctorado","caney","Soltero","Contexto(fondo/escenario de la foto)","Institucion educativa"," Cuerpo",0,0,0,0,2,1,1,"Femenino","Especialización/maestria/doctorado",42
"124",42876.8221884838,"Sí","Femenino",38,"Mestizo","Hombres","Buscar pareja estable","Mas de 35 años","Jaime",1,2,4,3," Edad",NA,NA,"Especialización/maestria/doctorado","Cedritos ","Union libre"," Edad",NA,NA,0,1,0,1,1,0,0,"Femenino","Especialización/maestria/doctorado",38
"125",42876.8522447107,"Sí","Femenino",40,"Indigena","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",4,4,5,5,"Contexto(fondo/escenario de la foto)","Lugar de trabajo"," Cuerpo","Especialización/maestria/doctorado","caney","Soltero","Contexto(fondo/escenario de la foto)","Lugar de trabajo"," Cuerpo",0,0,0,0,2,1,1,"Femenino","Especialización/maestria/doctorado",40
"126",42876.9445248843,"Sí","Femenino",20,"Blanco","Hombres","Buscar pareja estable","18 - 25 años","Juan Jose",2,2,3,3," Edad"," Distancia"," Cara","Universitario profesional","Palermo ","Soltero"," Edad"," Distancia"," Cara",0,1,0,1,1,0,0,"Femenino","Universitario profesional",20
"127",42877.0690758681,"Sí","Masculino",37,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",5,5,5,5," Cuerpo"," Edad","Contexto(fondo/escenario de la foto)","Universitario profesional","caney","Soltero"," Cuerpo"," Edad","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Masculino","Universitario profesional",37
"128",42877.0703593171,"Sí","Masculino",40,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",5,5,5,5," Cuerpo"," Edad","Contexto(fondo/escenario de la foto)","Universitario profesional","ciudad jardin","Soltero"," Cuerpo"," Edad","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Masculino","Universitario profesional",40
"129",42877.4758467477,"Sí","Femenino",36,"Blanco","Hombres","Buscar un encuentro sexual","26 - 35 años","Mario",3,4,3,2," Edad"," Cuerpo"," Cara","Universitario profesional","Valle del Lili","Soltero"," Edad"," Cuerpo"," Cara",0,1,1,1,1,1,1,"Femenino","Universitario profesional",36
"130",42877.5909109491,"Sí","Femenino",43,"Indigena","Hombres","Buscar pareja estable","Mas de 35 años","Jaime",4,3,4,4," Edad"," Cara","Lugar de trabajo","Especialización/maestria/doctorado","Capri","Soltero"," Edad"," Cara","Lugar de trabajo",0,1,1,1,1,0,0,"Femenino","Especialización/maestria/doctorado",43
"131",42877.5909766667,"Sí","Femenino",27,"Afro/negro","Hombres","Buscar pareja estable","26 - 35 años","Victor",3,5,4,5," Cara","Lugar de trabajo","Gustos musicales","Universitario profesional","Vasquez cobo","Soltero"," Cara","Lugar de trabajo","Gustos musicales",1,1,1,1,2,0,0,"Femenino","Universitario profesional",27
"132",42877.5922847917,"Sí","Femenino",38,"Blanco","Hombres","Buscar pareja estable","Mas de 35 años","Alvaro",3,4,5,3,"Lugar de trabajo","Descripcion personal","Conexiones en comun","Universitario profesional","Miraflores","Soltero","Lugar de trabajo","Descripcion personal","Conexiones en comun",0,0,0,2,2,0,0,"Femenino","Universitario profesional",38
"133",42877.5928003009,"Sí","Masculino",40,"Blanco","Mujeres","Buscar pareja estable","Mas de 35 años","Sandra",3,3,4,5," Edad","Descripcion personal","Lugar de trabajo","Especialización/maestria/doctorado","La flora","Soltero"," Edad","Descripcion personal","Lugar de trabajo",0,1,0,1,1,0,0,"Masculino","Especialización/maestria/doctorado",40
"134",42877.5935766898,"Sí","Masculino",50,"Mestizo","Ambos","Buscar un encuentro sexual","Mas de 35 años","Alvaro",3,4,3,4," Pose"," Cara"," Cuerpo","Especialización/maestria/doctorado","San fernando","Union libre"," Pose"," Cara"," Cuerpo",0,0,1,0,1,1,1,"Masculino","Especialización/maestria/doctorado",50
"135",42877.5938804167,"Sí","Femenino",31,"Blanco","Hombres","Buscar pareja estable","Mas de 35 años","Alvaro",2,3,4,5,"Vestuario","Descripcion personal","Institucion educativa","Especialización/maestria/doctorado","Centenario","Soltero","Vestuario","Descripcion personal","Institucion educativa",0,0,0,0,0,0,0,"Femenino","Especialización/maestria/doctorado",31
"136",42877.5948659143,"Sí","Masculino",36,"Blanco","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",3,5,3,4," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)","Universitario profesional","Vipasa","Soltero"," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Masculino","Universitario profesional",36
"137",42877.5951349769,"Sí","Femenino",25,"Blanco","Hombres","Hacer amigos","26 - 35 años","Victor",3,4,3,2," Cara","Vestuario"," Cuerpo","Universitario profesional","Valle del Lilí","Soltero"," Cara","Vestuario"," Cuerpo",1,1,1,1,1,0,0,"Femenino","Universitario profesional",25
"138",42877.5961802894,"Sí","Masculino",38,"Afro/negro","Mujeres","Buscar pareja estable","26 - 35 años","Johana",4,4,5,5,"Conexiones en comun"," Cara","Contexto(fondo/escenario de la foto)","Especialización/maestria/doctorado","Alamos","Soltero","Conexiones en comun"," Cara","Contexto(fondo/escenario de la foto)",0,0,1,2,1,0,0,"Masculino","Especialización/maestria/doctorado",38
"139",42877.5963787963,"Sí","Masculino",32,"Mestizo","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Marisol",4,5,4,3,"Comunidades de fans que sigue en facebook"," Distancia"," Cara","Universitario profesional","Canney","Union libre","Comunidades de fans que sigue en facebook"," Distancia"," Cara",0,0,0,0,0,1,1,"Masculino","Universitario profesional",32
"140",42877.5970764931,"Sí","Masculino",20,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Natalia",4,3,3,4,"Vestuario"," Edad","Conexiones en comun","Universitario profesional","Flora industrial ","Soltero","Vestuario"," Edad","Conexiones en comun",0,0,0,0,1,1,1,"Masculino","Universitario profesional",20
"141",42877.5971936921,"Sí","Femenino",33,"Indigena","Ambos","Hacer amigos","26 - 35 años","Mario",4,4,4,5," Distancia","Conexiones en comun","Gustos musicales","Universitario profesional","Alamos","Soltero"," Distancia","Conexiones en comun","Gustos musicales",0,0,0,0,2,0,0,"Femenino","Universitario profesional",33
