"","Timestamp","¿Usted.es.o.ha.sido.usuario.de.Tinder?","Indique.su.genero","¿Su.edad.es?","¿Con.que.grupo.étnico.se.identifica?","5.¿Como.usuario.de.Tinder.usted.busca.establecer.contacto.con?","3..¿Con.qué.finalidad.ha.buscado.hacer.match.en.Tinder?","Agerank","Match.con","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja.1","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja.2","8..Califique.de.1.a.5.las.siguientes.imágenes.donde.5.es.la.calificación.más.alta.y.1.la.calificación.más.baja.3","Escoja.3.opciones.,.ordenándolas.de.tal.manera.que.1.sea.la.más.importante.y.3.la.menos.importante..1","Escoja.3.opciones.,.ordenándolas.de.tal.manera.que.1.sea.la.más.importante.y.3.la.menos.importante..2","Escoja.3.opciones.,.ordenándolas.de.tal.manera.que.1.sea.la.más.importante.y.3.la.menos.importante..3","¿Cuál.es.tu.nivel.educativo?(finalizado.o.en.curso)","Barrio","¿Cuál.es.tu.estado.civil?","eleccion1","eleccion2","eleccion3","gusto","gusto1","gusto2","gusto3","gusto4","finalidad","finalidadsexo","genero","educacion","edad"
"143",42877.5984668981,"Sí","Femenino",36,"Blanco","Hombres","Buscar un encuentro sexual","26 - 35 años","Victor",3,4,4,5," Cara"," Cuerpo"," Pose","Especialización/maestria/doctorado","Caldas ","Soltero"," Cara"," Cuerpo"," Pose",1,1,1,1,1,1,1,"Femenino","Especialización/maestria/doctorado",36
"144",42877.5988016782,"Sí","Femenino",34,"Mestizo","Ambos","Buscar un encuentro sexual","Mas de 35 años","Alvaro",4,5,4,5,"Comunidades de fans que sigue en facebook"," Edad"," Cara","Especialización/maestria/doctorado","El bosque","Soltero","Comunidades de fans que sigue en facebook"," Edad"," Cara",0,0,0,0,1,1,1,"Femenino","Especialización/maestria/doctorado",34
"145",42877.5988542824,"Sí","Masculino",47,"Indigena","Mujeres","Buscar pareja estable","Mas de 35 años","Sandra",3,3,2,3," Cara","Gustos musicales","Lugar de trabajo","Especialización/maestria/doctorado","Prados","Viudo"," Cara","Gustos musicales","Lugar de trabajo",1,1,1,1,1,0,0,"Masculino","Especialización/maestria/doctorado",47
"146",42877.5989923032,"Sí","Masculino",39,"Afro/negro","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",4,5,3,3,"Descripcion personal","Gustos musicales"," Cara","Especialización/maestria/doctorado","Versalles","Soltero","Descripcion personal","Gustos musicales"," Cara",0,0,0,0,0,1,1,"Masculino","Especialización/maestria/doctorado",39
"147",42877.6001762037,"Sí","Masculino",39,"Afro/negro","Mujeres","Hacer amigos","26 - 35 años","Johana",4,4,5,4,"Conexiones en comun"," Cara","Descripcion personal","Especialización/maestria/doctorado","La flora","Soltero","Conexiones en comun"," Cara","Descripcion personal",0,0,1,2,1,0,0,"Masculino","Especialización/maestria/doctorado",39
"148",42877.6010996875,"Sí","Masculino",38,"Blanco","Mujeres","Buscar pareja estable","Mas de 35 años","Marisol",1,3,5,5,"Gustos musicales","Vestuario","Institucion educativa","Especialización/maestria/doctorado","Santa rita","Soltero","Gustos musicales","Vestuario","Institucion educativa",0,0,0,0,0,0,0,"Masculino","Especialización/maestria/doctorado",38
"149",42877.6018481481,"Sí","Femenino",27,"Afro/negro","Hombres","Buscar pareja estable","Mas de 35 años","Jaime",3,4,4,5,"Contexto(fondo/escenario de la foto)","Conexiones en comun"," Distancia","Universitario profesional","La flora","Soltero","Contexto(fondo/escenario de la foto)","Conexiones en comun"," Distancia",0,0,0,0,2,0,0,"Femenino","Universitario profesional",27
"150",42877.6106148148,"Sí","Masculino",38,"Mestizo","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Marisol",2,5,3,1,"Gustos musicales"," Distancia"," Cuerpo","Universitario profesional","Ciudad jardin","Soltero","Gustos musicales"," Distancia"," Cuerpo",0,0,0,0,0,1,1,"Masculino","Universitario profesional",38
"151",42877.6136847222,"Sí","Femenino",43,"Mestizo","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5," Cuerpo"," Cara","Contexto(fondo/escenario de la foto)","Universitario profesional","caney","Soltero"," Cuerpo"," Cara","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Femenino","Universitario profesional",43
"152",42877.6148878588,"Sí","Masculino",28,"Blanco","Mujeres","Buscar pareja estable","26 - 35 años","Angelica",5,5,5,5," Cara","Lugar de trabajo"," Cuerpo","Universitario profesional","valle del lili","Soltero"," Cara","Lugar de trabajo"," Cuerpo",1,1,1,1,2,0,0,"Masculino","Universitario profesional",28
"153",42877.6214608796,"Sí","Femenino",29,"Blanco","Ambos","Hacer amigos","Mas de 35 años","Alvaro",5,4,5,3," Cara"," Cuerpo","Gustos musicales","Especialización/maestria/doctorado","San fernando ","Soltero"," Cara"," Cuerpo","Gustos musicales",1,1,1,1,1,0,0,"Femenino","Especialización/maestria/doctorado",29
"154",42877.7377527662,"Sí","Masculino",37,"Mestizo","Mujeres","Buscar pareja estable","Mas de 35 años","Sandra",3,4,4,3,"Conexiones en comun"," Edad","Descripcion personal","Universitario profesional","Caney","Viudo","Conexiones en comun"," Edad","Descripcion personal",0,0,0,2,1,0,0,"Masculino","Universitario profesional",37
"155",42877.796216794,"Sí","Femenino",29,"Blanco","Hombres","Buscar pareja estable","Mas de 35 años","Alvaro",3,1,3,3," Edad","Contexto(fondo/escenario de la foto)"," Cara","Universitario profesional","Caney","Soltero"," Edad","Contexto(fondo/escenario de la foto)"," Cara",0,1,0,1,1,0,0,"Femenino","Universitario profesional",29
"156",42877.8466980671,"Sí","Masculino",40,"Blanco","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",5,5,5,5," Cuerpo"," Cara"," Pose","Universitario profesional","Pance","Soltero"," Cuerpo"," Cara"," Pose",1,1,1,1,1,1,1,"Masculino","Universitario profesional",40
"157",42877.854066956,"Sí","Masculino",39,"Mestizo","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",5,5,5,5," Cara"," Pose","Contexto(fondo/escenario de la foto)","Universitario profesional","Las americas","Soltero"," Cara"," Pose","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Masculino","Universitario profesional",39
"158",42877.961891412,"Sí","Femenino",37,"Mestizo","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5,"Lugar de trabajo"," Cuerpo","Gustos musicales","Universitario profesional","pance","Casado","Lugar de trabajo"," Cuerpo","Gustos musicales",0,0,1,2,1,1,1,"Femenino","Universitario profesional",37
"159",42877.9650147569,"Sí","Masculino",40,"Mestizo","Mujeres","Buscar pareja estable","26 - 35 años","Angelica",5,5,5,5,"Contexto(fondo/escenario de la foto)"," Pose"," Cara","Universitario profesional","Caney","Soltero","Contexto(fondo/escenario de la foto)"," Pose"," Cara",0,0,0,0,0,0,0,"Masculino","Universitario profesional",40
"160",42877.9658118403,"Sí","Masculino",38,"Afro/negro","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Marisol",5,4,4,4," Cara"," Distancia","Lugar de trabajo","Universitario profesional","Limonar","Union libre"," Cara"," Distancia","Lugar de trabajo",1,1,1,1,1,1,1,"Masculino","Universitario profesional",38
"161",42877.9783935069,"Sí","Masculino",28,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",4,4,5,4," Pose"," Cara"," Cuerpo","Secundaria","Victoria","Soltero"," Pose"," Cara"," Cuerpo",0,0,1,0,1,1,1,"Masculino","Secundaria",28
"162",42877.982557963,"Sí","Masculino",43,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Laura",5,5,5,3,"Contexto(fondo/escenario de la foto)"," Cuerpo","Descripcion personal","Especialización/maestria/doctorado","Ingenio","Soltero","Contexto(fondo/escenario de la foto)"," Cuerpo","Descripcion personal",0,0,1,0,1,1,1,"Masculino","Especialización/maestria/doctorado",43
"163",42877.9847760185,"Sí","Femenino",49,"Mestizo","Hombres","Buscar un encuentro sexual","18 - 25 años","Juan Jose",5,5,5,5," Cara","Institucion educativa","Contexto(fondo/escenario de la foto)","Universitario profesional","Pance","Soltero"," Cara","Institucion educativa","Contexto(fondo/escenario de la foto)",1,1,1,1,2,1,1,"Femenino","Universitario profesional",49
"164",42877.9883636111,"Sí","Femenino",45,"Mestizo","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Marisol",5,5,5,5," Cuerpo"," Cara","Contexto(fondo/escenario de la foto)","Universitario profesional","ciudad 2000","Soltero"," Cuerpo"," Cara","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Femenino","Universitario profesional",45
"165",42878.0585343982,"Sí","Masculino",36,"Mestizo","Mujeres","Buscar pareja estable","26 - 35 años","Johana",5,5,5,5," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)","Universitario profesional","las americas","Soltero"," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)",1,1,1,1,1,0,0,"Masculino","Universitario profesional",36
"166",42878.0613236806,"Sí","Masculino",41,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",5,5,5,5,"Vestuario","Contexto(fondo/escenario de la foto)"," Cuerpo","Universitario profesional","la base","Soltero","Vestuario","Contexto(fondo/escenario de la foto)"," Cuerpo",0,0,0,0,0,1,1,"Masculino","Universitario profesional",41
"167",42878.0642232523,"Sí","Masculino",38,"Blanco","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",5,5,5,5," Cara"," Cuerpo","Lugar de trabajo","Universitario profesional","la base","Soltero"," Cara"," Cuerpo","Lugar de trabajo",1,1,1,1,1,1,1,"Masculino","Universitario profesional",38
"168",42878.4483443403,"Sí","Masculino",43,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",5,5,5,5," Cara"," Cuerpo"," Edad","Universitario profesional","valle del lili","Soltero"," Cara"," Cuerpo"," Edad",1,1,1,1,1,1,1,"Masculino","Universitario profesional",43
"169",42878.4515251042,"Sí","Masculino",37,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Laura",5,5,5,5," Cara"," Edad"," Cuerpo","Universitario profesional","caney","Soltero"," Cara"," Edad"," Cuerpo",1,1,1,1,1,1,1,"Masculino","Universitario profesional",37
"170",42878.4718480093,"Sí","Masculino",38,"Mestizo","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Marisol",5,5,5,5,"Lugar de trabajo","Descripcion personal","Contexto(fondo/escenario de la foto)","Universitario profesional","Valle del lili","Soltero","Lugar de trabajo","Descripcion personal","Contexto(fondo/escenario de la foto)",0,0,0,2,2,1,1,"Masculino","Universitario profesional",38
"171",42878.4795910301,"Sí","Masculino",42,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",5,5,5,5," Cara"," Cuerpo"," Edad","Universitario profesional","ciudad 2000","Soltero"," Cara"," Cuerpo"," Edad",1,1,1,1,1,1,1,"Masculino","Universitario profesional",42
"172",42878.4826683796,"Sí","Masculino",36,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",5,5,5,5," Cuerpo","Vestuario","Lugar de trabajo","Especialización/maestria/doctorado","Pance","Soltero"," Cuerpo","Vestuario","Lugar de trabajo",1,1,1,1,1,1,1,"Masculino","Especialización/maestria/doctorado",36
"173",42878.4879774884,"Sí","Femenino",50,"Blanco","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",5,4,5,2," Cuerpo","Contexto(fondo/escenario de la foto)"," Cara","Especialización/maestria/doctorado","La base","Soltero"," Cuerpo","Contexto(fondo/escenario de la foto)"," Cara",1,1,1,1,1,1,1,"Femenino","Especialización/maestria/doctorado",50
"174",42878.4954239005,"Sí","Masculino",41,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",5,5,5,5,"Lugar de trabajo"," Cuerpo"," Edad","Especialización/maestria/doctorado","Santa monica","Soltero","Lugar de trabajo"," Cuerpo"," Edad",0,0,1,2,1,1,1,"Masculino","Especialización/maestria/doctorado",41
"175",42878.4988430324,"Sí","Masculino",44,"Mestizo","Mujeres","Buscar un encuentro sexual","18 - 25 años","Natalia",5,5,5,5," Cuerpo"," Cara"," Edad","Universitario profesional","san nicolas","Soltero"," Cuerpo"," Cara"," Edad",1,1,1,1,1,1,1,"Masculino","Universitario profesional",44
"176",42878.4992781713,"Sí","Masculino",32,"Blanco","Mujeres","Buscar pareja estable","Mas de 35 años","Sandra",3,4,5,4,"Vestuario"," Cara","Conexiones en comun","Especialización/maestria/doctorado","El castillo","Soltero","Vestuario"," Cara","Conexiones en comun",0,0,1,0,1,0,0,"Masculino","Especialización/maestria/doctorado",32
"177",42878.5016978588,"Sí","Femenino",31,"Blanco","Hombres","Crear grupo y salir","Mas de 35 años","Alvaro",3,3,4,3," Cara","Conexiones en comun","Contexto(fondo/escenario de la foto)","Especialización/maestria/doctorado","Ingenio ","Soltero"," Cara","Conexiones en comun","Contexto(fondo/escenario de la foto)",1,1,1,1,2,0,0,"Femenino","Especialización/maestria/doctorado",31
"178",42878.5035701389,"Sí","Femenino",24,"Mestizo","Hombres","Hacer amigos","26 - 35 años","Mario",4,4,2,2,"Conexiones en comun"," Cara"," Edad","Universitario profesional","Barranquilla ","Soltero","Conexiones en comun"," Cara"," Edad",0,0,1,2,1,0,0,"Femenino","Universitario profesional",24
"179",42878.5036374537,"Sí","Femenino",46,"Blanco","Hombres","Hacer amigos","Mas de 35 años","Alvaro",4,3,2,4," Cuerpo","Lugar de trabajo","Descripcion personal","Universitario profesional","Primero de mayo","Soltero"," Cuerpo","Lugar de trabajo","Descripcion personal",1,1,1,1,2,0,0,"Femenino","Universitario profesional",46
"180",42878.5047923611,"Sí","Masculino",40,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",2,3,5,4," Cara"," Edad"," Cuerpo","Universitario profesional","El bosque","Viudo"," Cara"," Edad"," Cuerpo",1,1,1,1,1,1,1,"Masculino","Universitario profesional",40
"181",42878.5053968982,"Sí","Masculino",30,"Mestizo","Mujeres","Hacer amigos","Mas de 35 años","Marisol",3,4,1,5," Edad"," Cara","Conexiones en comun","Universitario profesional","Barranquilla ","Union libre"," Edad"," Cara","Conexiones en comun",0,1,1,1,1,0,0,"Masculino","Universitario profesional",30
"182",42878.5060103241,"Sí","Femenino",38,"Blanco","Hombres","Hacer amigos","Mas de 35 años","Alvaro",3,3,4,5,"Lugar de trabajo","Descripcion personal","Vestuario","Universitario profesional","Tequendama","Casado","Lugar de trabajo","Descripcion personal","Vestuario",0,0,0,2,2,0,0,"Femenino","Universitario profesional",38
"183",42878.5070790278,"Sí","Masculino",42,"Mestizo","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",5,5,5,5," Cara","Contexto(fondo/escenario de la foto)"," Cuerpo","Especialización/maestria/doctorado","limonar","Soltero"," Cara","Contexto(fondo/escenario de la foto)"," Cuerpo",1,1,1,1,1,1,1,"Masculino","Especialización/maestria/doctorado",42
"184",42878.5077811227,"Sí","Masculino",37,"Afro/negro","Mujeres","Crear grupo y salir","Mas de 35 años","Sandra",4,3,4,3,"Gustos musicales","Lugar de trabajo"," Edad","Secundaria","El retiro","Soltero","Gustos musicales","Lugar de trabajo"," Edad",0,0,0,0,2,0,0,"Masculino","Secundaria",37
"185",42878.5105163773,"Sí","Masculino",44,"Indigena","Mujeres","Buscar pareja estable","Mas de 35 años","Sandra",5,5,5,1," Cuerpo","Contexto(fondo/escenario de la foto)"," Cara","Universitario profesional","Limonar","Soltero"," Cuerpo","Contexto(fondo/escenario de la foto)"," Cara",1,1,1,1,1,0,0,"Masculino","Universitario profesional",44
"186",42878.5153947454,"Sí","Masculino",39,"Blanco","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",5,5,5,2," Cuerpo","Vestuario","Contexto(fondo/escenario de la foto)","Especialización/maestria/doctorado","villacolombia","Soltero"," Cuerpo","Vestuario","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Masculino","Especialización/maestria/doctorado",39
"187",42878.5263655324,"Sí","Femenino",42,"Mestizo","Mujeres","Buscar un encuentro sexual","26 - 35 años","Johana",5,3,5,5," Edad","Lugar de trabajo"," Cuerpo","Universitario profesional","Prados del Norte","Soltero"," Edad","Lugar de trabajo"," Cuerpo",0,1,0,1,2,1,1,"Femenino","Universitario profesional",42
"188",42878.5284361806,"Sí","Femenino",50,"Blanco","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5," Cara","Lugar de trabajo","Contexto(fondo/escenario de la foto)","Universitario profesional","San antonio","Soltero"," Cara","Lugar de trabajo","Contexto(fondo/escenario de la foto)",1,1,1,1,2,1,1,"Femenino","Universitario profesional",50
"189",42878.5305524768,"Sí","Femenino",39,"Blanco","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5," Edad"," Cara","Contexto(fondo/escenario de la foto)","Universitario profesional","Villacolombia","Soltero"," Edad"," Cara","Contexto(fondo/escenario de la foto)",0,1,1,1,1,1,1,"Femenino","Universitario profesional",39
"190",42878.5337347569,"Sí","Femenino",41,"Indigena","Hombres","Buscar pareja estable","Mas de 35 años","Jaime",5,5,5,5," Edad","Contexto(fondo/escenario de la foto)"," Cara","Especialización/maestria/doctorado","Limonar","Soltero"," Edad","Contexto(fondo/escenario de la foto)"," Cara",0,1,0,1,1,0,0,"Femenino","Especialización/maestria/doctorado",41
"191",42878.5360164931,"Sí","Masculino",40,"Mestizo","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5,"Contexto(fondo/escenario de la foto)"," Cara","Lugar de trabajo","Universitario profesional","Pance","Soltero","Contexto(fondo/escenario de la foto)"," Cara","Lugar de trabajo",0,0,1,0,1,1,1,"Masculino","Universitario profesional",40
"192",42878.5395090046,"Sí","Femenino",35,"Mestizo","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5," Cara","Lugar de trabajo","Contexto(fondo/escenario de la foto)","Universitario profesional","La base","Soltero"," Cara","Lugar de trabajo","Contexto(fondo/escenario de la foto)",1,1,1,1,2,1,1,"Femenino","Universitario profesional",35
"193",42878.545012338,"Sí","Femenino",39,"Blanco","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)","Universitario profesional","Las americas","Soltero"," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Femenino","Universitario profesional",39
"194",42878.5494471412,"Sí","Femenino",39,"Blanco","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5," Cara"," Distancia","Contexto(fondo/escenario de la foto)","Especialización/maestria/doctorado","Ciudad jardin","Soltero"," Cara"," Distancia","Contexto(fondo/escenario de la foto)",1,1,1,1,1,1,1,"Femenino","Especialización/maestria/doctorado",39
"195",42878.5535248032,"Sí","Femenino",35,"Mestizo","Hombres","Buscar un encuentro sexual","26 - 35 años","Mario",5,5,1,2," Cuerpo"," Pose"," Edad","Universitario profesional","Los almendros ","Soltero"," Cuerpo"," Pose"," Edad",1,1,1,1,1,1,1,"Femenino","Universitario profesional",35
"198",42878.5544305556,"Sí","Femenino",50,"Blanco","Hombres","Buscar pareja estable","Mas de 35 años","Jaime",5,5,5,5," Cara","Contexto(fondo/escenario de la foto)"," Cuerpo","Universitario profesional","Limonar","Soltero"," Cara","Contexto(fondo/escenario de la foto)"," Cuerpo",1,1,1,1,1,0,0,"Femenino","Universitario profesional",50
"199",42878.5553874537,"Sí","Femenino",39,"Blanco","Hombres","Buscar un encuentro sexual","Mas de 35 años","Jaime",5,5,5,5,"Lugar de trabajo"," Distancia"," Cara","Universitario profesional","Bosques del oeste","Soltero","Lugar de trabajo"," Distancia"," Cara",0,0,0,2,2,1,1,"Femenino","Universitario profesional",39
"200",42878.5920587153,"Sí","Masculino",26,"Afro/negro","Mujeres","Buscar un encuentro sexual","26 - 35 años","Angelica",3,4,1,5,"Descripcion personal","Vestuario","Conexiones en comun","Universitario profesional","Torres de Maracaibo","Soltero","Descripcion personal","Vestuario","Conexiones en comun",0,0,0,0,0,1,1,"Masculino","Universitario profesional",26
"201",42878.9509857407,"Sí","Femenino",36,"Afro/negro","Ambos","Crear grupo y salir","Mas de 35 años","Marisol",2,3,4,5," Cara","Comunidades de fans que sigue en facebook"," Edad","Especialización/maestria/doctorado","La Flora","Soltero"," Cara","Comunidades de fans que sigue en facebook"," Edad",1,1,1,1,1,0,0,"Femenino","Especialización/maestria/doctorado",36
"202",42878.9524264352,"Sí","Femenino",25,"Mestizo","Hombres","Buscar un encuentro sexual","26 - 35 años","Mario",3,4,3,3," Cara"," Cuerpo"," Distancia","Universitario profesional","Ciudad Jardín","Soltero"," Cara"," Cuerpo"," Distancia",1,1,1,1,1,1,1,"Femenino","Universitario profesional",25
"203",42932.4844555787,"Sí","Femenino",29,"Indigena","Mujeres","Buscar un encuentro sexual","Mas de 35 años","Sandra",3,2,2,3," Pose","Institucion educativa"," Distancia","Universitario profesional","21322","Casado"," Pose","Institucion educativa"," Distancia",0,0,0,0,2,1,1,"Femenino","Universitario profesional",29
"205",43432.3563152431,"Sí","Femenino",28,"Indigena","Hombres","Hacer amigos","26 - 35 años","Victor",2,4,4,5,"Conexiones en comun","Contexto(fondo/escenario de la foto)","Institucion educativa","Especialización/maestria/doctorado","ciudad jardin","Casado","Conexiones en comun","Contexto(fondo/escenario de la foto)","Institucion educativa",0,0,0,2,2,0,0,"Femenino","Especialización/maestria/doctorado",28
"206",43658.8952707523,"Sí","Masculino",23,"Mestizo","Hombres","Buscar pareja estable","18 - 25 años","Juan David",4,2,4,2," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)","Especialización/maestria/doctorado","Cristales","Soltero"," Cara"," Cuerpo","Contexto(fondo/escenario de la foto)",1,1,1,1,1,0,0,"Masculino","Especialización/maestria/doctorado",23
